"applicability","country","identifier","message","name","otherReasonInfo","reason","region","regulationExemption","restriction","restrictionConditions","type","uSpaceClass","zoneAuthority_contactName","zoneAuthority_email","zoneAuthority_intervalBefore","zoneAuthority_name","zoneAuthority_phone","zoneAuthority_purpose","zoneAuthority_service","zoneAuthority_siteURL"
"NO","FXX","1090","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8347] BERCK SUR MER Aérodrome (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1091","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8348] VILLERUPT MICHEVILLE (54)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1092","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8350] LUXEUIL","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1093","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8351] CRESPIERES (78)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1094","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8352] CROISETTE (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1095","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8353] DOURDAN (91)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1096","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8354] DUNKERQUE LES MOERES Aérodrome (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1097","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8355] FALAISE (08)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1098","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8356] FLETRE (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1099","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8357] GRISY-SUISNES (77)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1100","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8358] INGRE (45)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1101","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8359] LES MUREAUX Aérodrome (78)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1102","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8360] LEUDEVILLE (91)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1103","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8361] MONTARGIS-VIMORY Aérodrome (45)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1104","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8364] MALESHERBES (45)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1105","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8365] MANERBE (14)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1106","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8366] MESSY (77)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1107","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8367] MONCHY LE PREUX (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1108","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8370] MERTZWILLER (67)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1109","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8371] SACHE (37)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1110","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8374] SAINT OMER WIZERNES Aérodrome (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1111","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8376] CAIRON (14)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1112","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8377] CHEVRIERES (60)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1113","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8378] BRIARE CHATILLON Aérodrome (45)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1114","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8379] MONTLEVICQ (36)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1115","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8380] DIEMERINGEN (57)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1116","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8381] SENLIS (60)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1118","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8383] OUISTREHAM (14)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1119","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8384] VITRY EN ARTOIS (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1120","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8385] SAINT PAUL (61)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1121","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8386] NORTKERQUE (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1122","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8387] SAINT VIGOR D'YMONVILLE (76)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1123","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8388] SAINT ANDRE DE L'EURE Aérodrome (27)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1124","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8389] SAUMUR-SAINT-FLORENT Aérodrome (49)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1125","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8390] LE MANS Aérodrome (72)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1126","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8391] BOURBOURG (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1127","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8392] CANAPPEVILLE (27)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1128","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8393] CONCHES-EN-OUCHE (27)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1129","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8394] GAZERAN (78)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1130","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8395] LE COUDRAY-MONTCEAUX (91)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1131","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8396] LIVERDY-EN-BRIE Aérodrome (77)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1132","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8397] NORRENT-FONTES (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1133","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8398] ALENCON VALFRAMBERT Aérodrome (61)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1134","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8399] FALAISE MONTS D'ERAINES Aérodrome (14)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1135","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8400] LA FLECHE THOREE LES PINS Aérodrome (72)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1136","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8401] L'AIGLE SAINT-MICHEL Aérodrome (61)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1137","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8402] MORTAGNE AU PERCHE Aérodrome (61)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1138","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8403] AIGLEVILLE (27)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1139","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8404] AUFFAY (76)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1140","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8405] BERTHEN (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1141","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8406] GLOS (14)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1142","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8407] RINXENT (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1143","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8408] WARHEM (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1144","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8409] CHANNAY SUR LATHAN (37)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1145","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8410] HOMMES (37)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1146","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8411] MEZIERES-LEZ-CLERY (45)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1147","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8412] BOSC-LE HARD (76)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1148","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8413] MUIDS (27)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1149","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8415] ORLEANS BRICY Aérodrome (45)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1151","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8417] OUDALLE (76)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1152","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8418] PERSAN-BEAUMONT Aérodrome (95)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1153","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8419] MANTES CHERENCE Aérodrome (95)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1154","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8420] GRANDE-SYNTHE (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1155","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8421] SOLESMES (72)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1156","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8422] NOIRMOUTIER (85)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1157","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8423] CHARLY-SUR-MARNE (02)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1158","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8424] SISSONNE (02)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
