"applicability","country","identifier","message","name","otherReasonInfo","reason","region","regulationExemption","restriction","restrictionConditions","type","uSpaceClass","zoneAuthority_contactName","zoneAuthority_email","zoneAuthority_intervalBefore","zoneAuthority_name","zoneAuthority_phone","zoneAuthority_purpose","zoneAuthority_service","zoneAuthority_siteURL"
"NO","FXX","3191","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA DEAUVILLE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3192","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA ETAIN]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3193","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA EVREUX]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3194","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA ILES ANGLO NORMANDES] (partie sud)","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3195","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA IROISE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3196","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LA ROCHELLE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3197","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LANVEOC]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"FXX","3198","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LILLE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3199","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LIMOGES]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"FXX","3200","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LORIENT]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3201","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LORRAINE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3202","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LUXEUIL]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"FXX","3203","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA LYON]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3204","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA MARSAN]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3205","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA MONTPELLIER]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3206","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA NANCY]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3207","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA NANTES]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3208","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA NICE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3209","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA ORLEANS]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"FXX","3210","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA PARIS]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"FXX","3211","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA POITIERS]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3212","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA PONTOISE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3213","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA PROVENCE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3214","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA PYRENEES]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3215","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA RENNES]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3216","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA ROUEN]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3217","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA SAINT DIZIER]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"SPM","3218","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[lf][TMA SAINT PIERRE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",931,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3219","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA SAINT-YAN]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3220","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA SARRE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3221","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA SEINE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
,"FXX","3222","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA STRASBOURG]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3223","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA TOULOUSE]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"NO","FXX","3225","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][TMA VILLACOUBLAY]","Région de contrôle terminal","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme de contrôle de la circulation aérienne","","","",""
"YES","FXX","3226","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 17/35 aérodrome LA GRAND'COMBE LFTN","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3227","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation TONNERRE CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3228","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation TOULON SAINTE ANNE HOPITAL MILITAIRE","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3229","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation TOULON SAINTE MUSSE HOPITAL","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3230","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation TOULOUSE BLAGNAC","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3231","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation TOULOUSE PURPAN","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3232","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation TOULOUSE RANGUEIL PECH DAVID","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3234","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 07/25 aérodrome PUIMOISSON LFTP","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3235","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 16/34 aérodrome PUIMOISSON LFTP","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3236","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 10/28 aérodrome CHATEAUBRIANT POUANCE LFTQ","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3237","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 18/36 aérodrome NIMES GARONS LFTW","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3238","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 06/24 aérodrome LA MOLE LFTZ","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3239","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VAL D'ISERE LA DAILLE","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3240","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VAL D'ISERE TETE DE SOLAISE","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3241","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VAL THORENS","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3242","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VALENCE CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3243","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VALENCIENNES CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3245","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VARCES QUARTIER REYNIES","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3246","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VENDOME CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3247","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VERNEUIL SUR AVRE CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3248","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VERSAILLES CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3249","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VESOUL CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3250","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VICHY CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3251","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VILLACOUBLAY VELIZY","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","3252","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VILLEFRANCHE HOPITAL NORD OUEST","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","SPM","3253","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 12/30 aérodrome MIQUELON lfVM","Proximité aéroport","AIR_TRAFFIC,OTHER",931,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3254","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation VONNAS HOTEL GEORGES BLANC","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","SPM","3255","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 08/26 aérodrome SAINT PIERRE lfVP","Proximité aéroport","AIR_TRAFFIC,OTHER",931,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3256","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 01L/19R aérodrome AMBERIEU LFXA","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3257","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 01R/19L aérodrome AMBERIEU LFXA","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3258","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 05/23 aérodrome SAINTES THENAC LFXB","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3259","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 05L/23R aérodrome SAINTES THENAC LFXB","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3260","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 05R/23L aérodrome SAINTES THENAC LFXB","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3261","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 12/30 aérodrome SAINTES THENAC LFXB","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3262","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 11/29 aérodrome COETQUIDAN LFXQ","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3263","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 10L/28R aérodrome LES MUREAUX LFXU","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","3264","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 10R/28L aérodrome LES MUREAUX LFXU","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
